,c1,c2,c3,c4,c5,c1_feel,c1_sentiment,c2_feel,c2_sentiment,c3_feel,c3_sentiment,c4_feel,c4_sentiment,c5_feel,c5_sentiment
3521,"167,223,205","253,139,23","223,199,168","119,204,180","219,177,242",,0,,0,,0,,0,,0
3522,"25,61,90","0,41,13","237,237,237","240,128,128","57,225,195",,0,,0,,0,,0,,0
3523,"242,231,185","62,42,18","17,139,118","65,96,68","242,181,212",,0,,0,,0,,0,,0
3524,"111,0,0","77,89,122","0,223,255","251,173,137","91,117,83",,0,,0,,0,,0,,0
3525,"255,129,0","255,182,18","253,168,5","232,198,125","97,201,168",,0,,0,,0,,0,,0
3526,"104,99,116","221,206,255","132,240,7","102,217,241","28,103,71",,0,,0,,0,,0,,0
3527,"255,64,98","0,171,255","107,255,221","187,187,187","103,8,67",,0,,0,,0,,0,,0
3528,"183,225,243","150,89,148","129,87,38","23,112,118","107,105,105",,0,,0,,0,,0,,0
3529,"216,240,232","18,216,228","51,11,94","255,153,246","206,118,70",,0,,0,,0,,0,,0
3530,"201,201,212","249,213,213","133,105,93","7,21,253","192,214,228",,0,,0,,0,,0,,0
3531,"162,204,196","159,90,138","128,183,75","154,111,90","132,51,20",,0,,0,,0,,0,,0
3532,"238,222,238","149,255,0","76,116,80","189,182,165","0,15,255",,0,,0,,0,,0,,0
3533,"246,210,180","19,23,75","236,199,192","219,160,210","75,75,75",,0,,0,,0,,0,,0
3534,"219,198,182","250,176,235","226,181,158","69,60,9","111,60,43",,0,,0,,0,,0,,0
3535,"202,214,219","233,111,62","141,88,255","54,80,109","205,119,75",,0,,0,,0,,0,,0
3536,"246,242,242","203,203,203","14,15,57","253,233,213","26,164,90",,0,,0,,0,,0,,0
3537,"244,239,236","56,9,9","182,136,255","81,83,86","212,173,68",,0,,0,,0,,0,,0
3538,"208,136,136","246,134,185","209,14,154","227,203,203","90,67,23",,0,,0,,0,,0,,0
3539,"99,55,0","255,130,2","250,241,237","242,154,154","170,170,170",,0,,0,,0,,0,,0
3540,"234,202,202","0,15,255","214,219,195","255,188,239","144,167,137",,0,,0,,0,,0,,0
3541,"16,30,69","121,243,253","225,165,213","0,255,249","253,78,184",,0,,0,,0,,0,,0
3542,"9,95,136","116,55,55","47,27,2","3,64,4","163,227,206",,0,,0,,0,,0,,0
3543,"0,1,17","236,85,85","54,100,114","244,235,217","139,122,79",,0,,0,,0,,0,,0
3544,"255,128,64","208,106,87","244,230,212","208,252,179","0,0,0",,0,,0,,0,,0,,0
3545,"67,93,101","1,73,67","204,164,71","90,162,171","0,5,85",,0,,0,,0,,0,,0
3546,"80,84,148","142,186,122","182,112,74","160,210,219","208,208,208",,0,,0,,0,,0,,0
3547,"134,0,169","152,40,40","253,255,220","5,168,170","24,42,4",,0,,0,,0,,0,,0
3548,"211,241,244","133,131,190","255,179,221","45,70,84","219,79,86",,0,,0,,0,,0,,0
3549,"255,209,122","218,247,166","186,179,179","78,231,220","186,168,68",,0,,0,,0,,0,,0
3550,"12,69,125","176,120,163","14,47,15","0,15,255","23,75,116",,0,,0,,0,,0,,0
3551,"255,69,125","148,74,125","163,154,146","255,218,146","61,70,79",,0,,0,,0,,0,,0
3552,"255,251,240","134,128,140","200,173,85","249,238,184","63,65,66",,0,,0,,0,,0,,0
3553,"69,6,6","31,49,40","151,177,166","14,30,6","91,17,38",,0,,0,,0,,0,,0
3554,"50,136,206","66,0,67","125,140,196","97,55,65","0,15,255",,0,,0,,0,,0,,0
3555,"255,126,171","151,109,189","171,161,148","190,236,225","255,84,179",,0,,0,,0,,0,,0
3556,"74,76,167","0,236,255","67,77,92","251,118,53","0,15,0",,0,,0,,0,,0,,0
3557,"236,202,202","255,180,2","83,238,187","70,16,68","234,58,58",,0,,0,,0,,0,,0
3558,"169,160,227","125,246,10","0,0,0","244,244,229","50,193,193",,0,,0,,0,,0,,0
3559,"255,116,0","184,105,255","137,84,55","208,166,216","255,67,67",,0,,0,,0,,0,,0
3560,"0,101,2","138,95,44","236,223,173","255,234,216","0,15,255",,0,,0,,0,,0,,0
3561,"28,16,10","35,4,69","21,42,32","197,225,175","19,0,49",,0,,0,,0,,0,,0
3562,"255,138,1","86,62,52","119,38,38","111,93,72","245,246,116",,0,,0,,0,,0,,0
3563,"0,0,0","144,117,168","189,231,205","0,15,255","91,44,141",,0,,0,,0,,0,,0
3564,"255,209,220","104,148,108","251,137,90","0,15,255","21,31,169",,0,,0,,0,,0,,0
3565,"0,15,6","140,202,199","255,219,141","163,156,156","136,180,103",,0,,0,,0,,0,,0
3566,"255,25,117","154,171,185","124,137,86","135,0,54","224,225,58",,0,,0,,0,,0,,0
3567,"0,15,6","111,0,215","246,84,111","255,142,103","208,130,50",,0,,0,,0,,0,,0
3568,"185,213,213","226,216,205","249,218,192","255,73,110","156,26,26",,0,,0,,0,,0,,0
3569,"251,200,202","226,216,205","216,242,195","255,196,203","216,255,162",,0,,0,,0,,0,,0
3570,"225,255,52","244,198,103","201,162,110","35,114,0","170,170,170",,0,,0,,0,,0,,0
3571,"25,22,60","106,176,240","182,154,130","143,203,157","248,149,33",,0,,0,,0,,0,,0
3572,"250,250,250","253,239,7","183,208,185","13,199,0","110,79,50",,0,,0,,0,,0,,0
3573,"38,38,38","0,36,164","14,5,73","195,246,219","113,188,120",,0,,0,,0,,0,,0
3574,"254,183,255","219,212,195","255,249,108","182,71,116","170,170,170",,0,,0,,0,,0,,0
3575,"0,0,0","231,176,221","255,91,157","247,214,224","170,170,170",,0,,0,,0,,0,,0
3576,"55,10,75","32,21,3","245,115,98","226,232,192","170,170,170",,0,,0,,0,,0,,0
3577,"255,192,73","166,212,147","35,107,0","161,252,223","170,170,170",,0,,0,,0,,0,,0
3578,"17,0,129","251,235,227","185,226,214","73,145,103","170,170,170",,0,,0,,0,,0,,0
3579,"17,0,129","221,215,192","3,154,0","215,252,212","170,170,170",,0,,0,,0,,0,,0
3580,"17,0,129","238,205,143","246,192,246","29,68,184","170,170,170",,0,,0,,0,,0,,0
3581,"0,236,255","231,215,244","148,124,86","124,38,24","170,170,170",,0,,0,,0,,0,,0
3582,"114,44,44","94,71,42","239,247,245","157,198,199","170,170,170",,0,,0,,0,,0,,0
3583,"255,98,98","78,244,40","224,203,168","153,76,25","170,170,170",,0,,0,,0,,0,,0
3584,"189,82,82","32,60,32","255,238,219","13,116,195","170,170,170",,0,,0,,0,,0,,0
3585,"15,42,60","119,104,93","95,221,157","69,140,193","170,170,170",,0,,0,,0,,0,,0
3586,"225,111,143","108,90,73","209,240,177","199,178,130","170,170,170",,0,,0,,0,,0,,0
3587,"225,111,143","201,197,186","67,28,54","252,210,56","170,170,170",,0,,0,,0,,0,,0
3588,"225,111,143","114,109,168","206,236,255","20,80,158","27,0,62",,0,,0,,0,,0,,0
3589,"225,111,143","171,74,67","203,190,181","0,15,255","255,231,0",,0,,0,,0,,0,,0
3590,"148,189,130","128,94,115","245,178,50","201,181,141","229,31,31",,0,,0,,0,,0,,0
3591,"191,69,69","79,21,152","252,207,59","187,187,187","15,35,182",,0,,0,,0,,0,,0
3592,"48,159,152","234,101,29","0,0,0","149,184,155","160,197,56",,0,,0,,0,,0,,0
3593,"22,160,133","96,58,45","207,12,59","249,76,128","201,147,155",,0,,0,,0,,0,,0
3594,"3,2,43","180,226,244","208,11,54","179,184,255","238,255,150",,0,,0,,0,,0,,0
3595,"52,26,44","21,42,42","214,202,119","73,76,84","230,0,239",,0,,0,,0,,0,,0
3596,"108,116,143","107,54,82","8,154,69","0,4,0","83,110,91",,0,,0,,0,,0,,0
3597,"171,53,37","188,238,177","79,122,72","223,222,218","146,3,3",,0,,0,,0,,0,,0
3598,"43,0,43","249,157,127","204,204,204","118,118,118","142,80,127",,0,,0,,0,,0,,0
3599,"133,24,34","219,185,121","174,201,170","27,24,23","33,101,54",,0,,0,,0,,0,,0
3600,"0,255,223","167,184,114","255,104,65","235,135,42","0,3,50",,0,,0,,0,,0,,0
3601,"251,190,0","33,216,190","158,205,249","220,219,214","199,255,199",,0,,0,,0,,0,,0
3602,"152,244,20","219,128,112","77,99,57","37,96,83","6,59,171",,0,,0,,0,,0,,0
3603,"104,106,253","249,248,224","0,8,0","212,80,80","236,201,255",,0,,0,,0,,0,,0
3604,"149,106,55","23,127,117","207,176,85","66,93,139","0,22,129",,0,,0,,0,,0,,0
3605,"19,0,39","216,219,200","47,47,47","13,86,70","51,231,45",,0,,0,,0,,0,,0
3606,"66,47,39","201,227,202","229,255,255","144,70,93","176,209,255",,0,,0,,0,,0,,0
3607,"180,147,211","3,0,39","243,221,126","190,91,246","220,214,255",,0,,0,,0,,0,,0
3608,"129,169,132","254,255,130","252,229,217","201,255,0","0,15,255",,0,,0,,0,,0,,0
3609,"217,232,227","161,238,224","234,120,26","144,0,0","122,142,125",,0,,0,,0,,0,,0
3610,"196,213,221","181,43,71","204,204,204","106,67,114","211,11,13",,0,,0,,0,,0,,0
3611,"68,0,132","35,108,0","129,210,155","0,0,0","11,12,49",,0,,0,,0,,0,,0
3612,"147,10,3","232,214,221","226,105,125","255,218,218","228,196,171",,0,,0,,0,,0,,0
3613,"13,18,53","21,135,0","233,192,54","255,167,0","170,170,170",,0,,0,,0,,0,,0
3614,"166,255,239","184,245,246","241,242,100","3,0,84","13,36,36",,0,,0,,0,,0,,0
3615,"14,209,69","107,80,52","0,15,51","246,255,96","255,167,0",,0,,0,,0,,0,,0
3616,"205,11,42","178,247,239","219,0,0","140,88,184","246,239,223",,0,,0,,0,,0,,0
3617,"183,170,136","147,130,127","57,56,119","119,149,214","140,0,0",,0,,0,,0,,0,,0
3618,"236,186,229","238,66,102","235,235,235","89,195,101","254,255,191",,0,,0,,0,,0,,0
3619,"3,3,24","118,247,191","242,242,242","236,213,75","168,168,168",,0,,0,,0,,0,,0
3620,"217,221,152","182,204,161","214,45,32","234,140,24","1,31,75",,0,,0,,0,,0,,0
3621,"0,15,238","110,35,145","0,3,161","122,34,34","92,34,35",,0,,0,,0,,0,,0
3622,"238,236,233","143,159,171","251,243,78","253,255,221","131,245,44",,0,,0,,0,,0,,0
3623,"218,240,154","255,202,202","146,113,169","2,109,98","244,238,228",,0,,0,,0,,0,,0
3624,"255,254,245","0,15,255","143,170,201","255,230,62","179,199,255",,0,,0,,0,,0,,0
3625,"255,249,213","0,0,0","118,206,155","140,110,82","76,68,79",,0,,0,,0,,0,,0
3626,"0,15,0","254,201,54","237,238,112","169,169,169","180,223,196",,0,,0,,0,,0,,0
3627,"58,26,12","254,221,59","223,159,79","115,11,169","255,211,129",,0,,0,,0,,0,,0
3628,"72,61,63","0,15,255","144,65,65","255,129,0","84,27,79",,0,,0,,0,,0,,0
3629,"39,31,48","0,0,0","174,116,80","148,24,24","51,28,20",,0,,0,,0,,0,,0
3630,"235,186,185","188,32,36","255,241,225","15,77,182","131,98,133",,0,,0,,0,,0,,0
3631,"85,80,141","149,197,142","0,211,201","145,212,210","162,212,159",,0,,0,,0,,0,,0
3632,"123,45,38","0,15,255","162,137,115","184,142,183","255,129,0",,0,,0,,0,,0,,0
3633,"171,132,156","190,216,192","47,79,79","67,255,231","236,13,226",,0,,0,,0,,0,,0
3634,"51,18,116","255,79,70","204,0,112","251,139,0","255,172,0",,0,,0,,0,,0,,0
3635,"255,165,73","148,231,234","0,15,0","41,65,49","244,56,56",,0,,0,,0,,0,,0
3636,"28,1,1","29,96,71","85,157,238","69,11,6","0,3,50",,0,,0,,0,,0,,0
3637,"108,135,154","0,12,0","15,127,182","151,214,213","170,170,170",,0,,0,,0,,0,,0
3638,"108,135,154","245,219,123","255,204,44","115,204,58","170,170,170",,0,,0,,0,,0,,0
3639,"108,135,154","25,29,88","157,139,201","214,207,175","170,170,170",,0,,0,,0,,0,,0
3640,"108,135,154","14,30,6","69,1,1","240,255,240","170,170,170",,0,,0,,0,,0,,0
3641,"155,216,240","102,200,128","188,253,43","4,85,176","170,170,170",,0,,0,,0,,0,,0
3642,"54,107,105","203,103,56","16,65,32","216,237,255","170,170,170",,0,,0,,0,,0,,0
3643,"107,54,56","189,175,175","21,21,21","9,16,116","170,170,170",,0,,0,,0,,0,,0
3644,"199,227,177","221,221,221","55,176,160","26,223,19","170,170,170",,0,,0,,0,,0,,0
3645,"249,199,185","197,130,130","214,75,29","206,212,255","170,170,170",,0,,0,,0,,0,,0
3646,"230,230,230","36,169,143","201,153,66","206,249,255","170,170,170",,0,,0,,0,,0,,0
3647,"230,230,230","120,159,66","219,255,255","218,209,255","0,15,255",,0,,0,,0,,0,,0
3648,"180,50,35","246,193,66","23,138,182","153,43,60","170,170,170",,0,,0,,0,,0,,0
3649,"221,101,43","255,156,156","212,255,178","1,51,100","242,254,250",,0,,0,,0,,0,,0
3650,"204,113,97","94,0,0","14,0,105","124,154,122","196,0,255",,0,,0,,0,,0,,0
3651,"253,252,237","126,226,201","48,206,75","153,62,193","192,0,48",,0,,0,,0,,0,,0
3652,"127,23,31","163,163,163","227,219,255","191,25,7","128,78,73",,0,,0,,0,,0,,0
3653,"217,203,192","167,167,167","196,255,200","255,78,1","0,0,0",,0,,0,,0,,0,,0
3654,"213,242,215","66,133,244","255,241,117","195,130,130","170,170,170",,0,,0,,0,,0,,0
3655,"1,0,19","0,4,255","241,223,211","0,15,0","49,227,253",,0,,0,,0,,0,,0
3656,"249,255,152","247,249,44","66,139,202","239,210,255","119,135,143",,0,,0,,0,,0,,0
3657,"210,255,242","173,145,197","171,65,103","247,238,229","222,151,236",,0,,0,,0,,0,,0
3658,"222,75,110","147,195,231","248,146,209","3,72,176","255,158,158",,0,,0,,0,,0,,0
3659,"40,108,0","136,199,138","244,185,165","155,97,98","185,213,213",,0,,0,,0,,0,,0
3660,"122,146,89","231,223,143","216,23,169","253,253,253","233,48,49",,0,,0,,0,,0,,0
3661,"46,90,14","234,164,93","177,209,221","195,157,61","122,39,98",,0,,0,,0,,0,,0
3662,"217,248,253","189,88,88","6,0,129","255,141,141","49,12,45",,0,,0,,0,,0,,0
3663,"20,20,21","255,242,199","220,255,214","105,92,104","241,241,241",,0,,0,,0,,0,,0
3664,"123,223,242","88,72,72","196,163,120","168,212,202","154,114,87",,0,,0,,0,,0,,0
3665,"68,55,66","170,19,43","29,118,252","255,238,165","191,164,220",,0,,0,,0,,0,,0
3666,"165,56,96","187,165,145","168,124,111","0,0,0","187,235,245",,0,,0,,0,,0,,0
3667,"145,249,229","54,69,79","3,3,3","114,63,46","53,235,255",,0,,0,,0,,0,,0
3668,"48,1,30","156,238,0","152,212,173","103,80,111","48,195,0",,0,,0,,0,,0,,0
3669,"255,165,0","255,0,116","255,126,165","199,193,47","255,206,0",,0,,0,,0,,0,,0
3670,"255,220,115","29,26,118","125,109,126","253,229,0","187,216,195",,0,,0,,0,,0,,0
3671,"0,15,102","15,161,182","142,197,193","9,225,89","0,15,5",,0,,0,,0,,0,,0
3672,"117,173,221","199,8,8","255,227,141","192,60,185","165,186,181",,0,,0,,0,,0,,0
3673,"205,11,42","157,198,199","204,204,204","59,62,203","116,116,116",,0,,0,,0,,0,,0
3674,"203,0,49","255,154,154","178,139,80","0,9,99","28,19,84",,0,,0,,0,,0,,0
3675,"0,36,164","114,125,132","195,189,162","187,187,187","148,102,86",,0,,0,,0,,0,,0
3676,"16,97,54","8,41,16","242,98,71","154,205,50","24,162,214",,0,,0,,0,,0,,0
3677,"226,29,37","29,78,84","0,0,31","187,187,187","207,155,216",,0,,0,,0,,0,,0
3678,"0,0,0","219,197,197","229,51,6","225,207,121","87,90,119",,0,,0,,0,,0,,0
3679,"204,238,199","59,133,47","255,103,0","0,241,255","179,180,253",,0,,0,,0,,0,,0
3680,"199,199,199","176,113,62","241,178,0","255,0,64","212,195,230",,0,,0,,0,,0,,0
3681,"213,234,214","217,217,253","0,7,101","231,222,205","170,170,170",,0,,0,,0,,0,,0
3682,"255,48,69","19,189,184","139,10,80","69,69,75","251,242,48",,0,,0,,0,,0,,0
3683,"173,244,228","255,213,161","204,204,204","187,187,187","179,179,179",,0,,0,,0,,0,,0
3684,"159,42,42","13,0,94","201,153,66","103,232,251","136,253,74",,0,,0,,0,,0,,0
3685,"0,15,0","24,189,76","91,255,0","225,219,228","61,183,7",,0,,0,,0,,0,,0
3686,"30,30,30","251,221,251","255,64,112","206,143,214","255,238,82",,0,,0,,0,,0,,0
3687,"37,48,76","255,225,194","251,250,247","255,186,0","75,255,0",,0,,0,,0,,0,,0
3688,"42,22,4","244,17,104","229,243,250","201,213,213","49,17,75",,0,,0,,0,,0,,0
3689,"37,135,135","161,144,136","204,204,204","0,15,255","0,15,201",,0,,0,,0,,0,,0
3690,"65,52,48","203,202,202","142,246,255","171,16,16","0,0,0",,0,,0,,0,,0,,0
3691,"144,0,44","117,86,93","254,236,180","124,0,0","101,73,148",,0,,0,,0,,0,,0
3692,"238,238,238","255,79,5","181,137,206","159,168,171","254,118,134",,0,,0,,0,,0,,0
3693,"236,181,181","244,229,205","255,160,113","152,178,135","207,120,128",,0,,0,,0,,0,,0
3694,"211,30,76","243,233,249","217,213,213","204,183,227","87,190,173",,0,,0,,0,,0,,0
3695,"30,122,140","100,161,174","232,234,236","204,235,245","87,87,91",,0,,0,,0,,0,,0
3696,"93,114,216","0,15,255","253,160,46","123,94,255","50,42,43",,0,,0,,0,,0,,0
3697,"0,15,0","225,236,255","196,168,173","0,15,255","192,252,212",,0,,0,,0,,0,,0
3698,"0,15,0","72,36,24","12,12,12","44,52,140","195,153,107",,0,,0,,0,,0,,0
3699,"206,86,86","129,179,253","54,0,111","204,216,195","9,32,53",,0,,0,,0,,0,,0
3700,"176,225,234","219,193,172","217,201,234","0,15,55","22,86,29",,0,,0,,0,,0,,0
3701,"193,50,50","228,69,67","221,235,245","219,228,228","247,178,103",,0,,0,,0,,0,,0
3702,"0,0,0","6,77,61","156,232,13","69,132,201","255,205,178",,0,,0,,0,,0,,0
3703,"0,135,68","255,190,90","255,212,32","61,58,146","65,103,74",,0,,0,,0,,0,,0
3704,"94,219,255","154,134,150","0,15,255","199,146,116","252,181,200",,0,,0,,0,,0,,0
3705,"253,255,0","97,158,163","221,216,195","91,185,255","246,245,219",,0,,0,,0,,0,,0
3706,"191,149,185","253,212,237","0,15,105","166,198,227","174,134,216",,0,,0,,0,,0,,0
3707,"169,247,253","0,15,255","176,183,176","76,88,129","255,241,154",,0,,0,,0,,0,,0
3708,"176,227,171","219,190,147","148,219,190","253,179,166","204,185,199",,0,,0,,0,,0,,0
3709,"246,232,142","214,207,175","75,91,169","213,236,210","181,154,102",,0,,0,,0,,0,,0
3710,"231,177,122","236,32,69","225,176,156","187,187,187","198,174,165",,0,,0,,0,,0,,0
3711,"201,111,111","0,249,255","255,135,201","244,119,220","225,204,252",,0,,0,,0,,0,,0
3712,"255,202,202","0,147,178","216,169,129","83,83,83","7,15,132",,0,,0,,0,,0,,0
3713,"253,192,192","43,127,163","120,127,159","122,254,107","249,193,15",,0,,0,,0,,0,,0
3714,"35,13,59","195,195,195","244,225,165","52,189,44","33,100,133",,0,,0,,0,,0,,0
3715,"217,201,186","0,3,135","255,223,223","255,241,112","172,59,59",,0,,0,,0,,0,,0
3716,"0,0,0","255,254,254","204,204,204","41,255,72","198,144,166",,0,,0,,0,,0,,0
3717,"75,76,76","131,139,139","40,202,225","87,43,122","189,166,0",,0,,0,,0,,0,,0
3718,"75,76,76","146,148,135","18,18,18","255,174,66","189,166,0",,0,,0,,0,,0,,0
3719,"75,76,76","176,113,62","111,254,134","0,15,255","189,166,0",,0,,0,,0,,0,,0
3720,"75,76,76","255,239,0","19,187,78","126,30,133","153,205,169",,0,,0,,0,,0,,0
3721,"168,136,92","255,128,160","255,245,153","99,70,110","240,210,215",,0,,0,,0,,0,,0
3722,"168,136,92","105,143,63","122,252,148","224,139,132","160,190,188",,0,,0,,0,,0,,0
3723,"168,136,92","0,15,255","85,46,107","230,230,250","131,183,199",,0,,0,,0,,0,,0
3724,"168,136,92","221,221,221","0,149,67","131,199,180","217,211,255",,0,,0,,0,,0,,0
3725,"0,93,171","172,253,255","0,149,67","193,68,49","207,231,234",,0,,0,,0,,0,,0
3726,"0,93,171","246,218,211","0,149,67","109,98,97","181,184,196",,0,,0,,0,,0,,0
3727,"0,93,171","150,114,195","192,192,192","184,101,200","170,170,170",,0,,0,,0,,0,,0
3728,"0,93,171","228,31,76","252,210,22","251,171,64","205,129,98",,0,,0,,0,,0,,0
3729,"18,34,108","233,213,213","234,123,161","21,31,58","0,69,24",,0,,0,,0,,0,,0
3730,"18,34,108","34,71,91","194,137,180","77,126,85","106,129,146",,0,,0,,0,,0,,0
3731,"18,34,108","174,204,90","233,171,159","247,157,101","249,145,146",,0,,0,,0,,0,,0
3732,"18,34,108","242,233,218","178,28,14","255,180,162","170,170,170",,0,,0,,0,,0,,0
3733,"19,19,62","34,108,161","185,217,198","82,126,92","175,175,175",,0,,0,,0,,0,,0
3734,"19,19,62","244,253,174","224,98,49","172,255,162","130,153,159",,0,,0,,0,,0,,0
3735,"19,19,62","230,219,241","196,168,173","253,235,215","0,84,124",,0,,0,,0,,0,,0
3736,"19,19,62","238,235,245","254,170,144","127,160,251","255,214,137",,0,,0,,0,,0,,0
3737,"19,30,58","69,123,255","216,111,5","7,103,43","208,237,147",,0,,0,,0,,0,,0
3738,"19,30,58","74,212,255","28,41,61","54,46,46","212,118,208",,0,,0,,0,,0,,0
3739,"19,30,58","71,226,0","116,112,36","232,220,193","150,237,244",,0,,0,,0,,0,,0
3740,"19,30,58","238,216,195","244,132,95","218,195,180","232,210,114",,0,,0,,0,,0,,0
3741,"252,108,0","0,15,155","229,152,155","252,251,252","242,241,251",,0,,0,,0,,0,,0
3742,"252,108,0","228,233,236","101,148,112","63,235,247","115,236,190",,0,,0,,0,,0,,0
3743,"252,108,0","153,136,201","252,229,146","216,161,27","0,0,0",,0,,0,,0,,0,,0
3744,"252,108,0","121,180,193","209,242,184","54,146,182","219,49,98",,0,,0,,0,,0,,0
3745,"234,103,0","255,188,218","122,229,118","82,71,77","242,198,91",,0,,0,,0,,0,,0
3746,"234,103,0","244,177,221","95,9,105","169,120,140","0,9,153",,0,,0,,0,,0,,0
3747,"234,103,0","240,196,159","59,111,131","145,166,145","50,50,50",,0,,0,,0,,0,,0
3748,"234,103,0","198,195,191","85,73,42","145,166,145","28,110,140",,0,,0,,0,,0,,0
3749,"201,17,0","179,249,243","145,106,118","145,166,145","0,9,153",,0,,0,,0,,0,,0
3750,"201,17,0","227,244,242","228,244,252","209,233,210","221,111,140",,0,,0,,0,,0,,0
3751,"201,17,0","221,221,221","241,222,91","238,197,203","221,223,235",,0,,0,,0,,0,,0
3752,"201,17,0","77,227,42","99,159,182","169,203,202","249,133,29",,0,,0,,0,,0,,0
3753,"94,5,14","33,33,33","111,204,201","108,161,178","32,16,16",,0,,0,,0,,0,,0
3754,"94,5,14","99,255,161","116,162,55","207,199,255","204,117,9",,0,,0,,0,,0,,0
3755,"94,5,14","46,202,140","172,144,198","218,152,161","85,51,236",,0,,0,,0,,0,,0
3756,"94,5,14","255,247,173","169,120,140","254,254,254","0,15,255",,0,,0,,0,,0,,0
3757,"242,226,16","136,104,181","169,120,140","168,80,66","196,147,246",,0,,0,,0,,0,,0
3758,"242,226,16","72,21,89","169,120,140","139,87,66","86,125,153",,0,,0,,0,,0,,0
3759,"242,226,16","220,37,31","229,244,231","6,90,5","53,10,56",,0,,0,,0,,0,,0
3760,"242,226,16","255,179,71","239,189,192","100,121,137","0,0,0",,0,,0,,0,,0,,0
3761,"242,202,0","206,17,39","183,219,215","249,113,113","69,69,69",,0,,0,,0,,0,,0
3762,"242,202,0","254,193,203","95,140,150","187,187,187","39,195,183",,0,,0,,0,,0,,0
3763,"242,202,0","254,183,218","181,176,237","167,157,198","0,0,54",,0,,0,,0,,0,,0
3764,"242,202,0","223,205,197","235,215,132","203,203,201","14,129,33",,0,,0,,0,,0,,0
3765,"230,167,0","235,157,180","10,80,124","255,244,134","212,69,21",,0,,0,,0,,0,,0
3766,"230,167,0","242,233,218","51,34,26","242,253,158","227,154,93",,0,,0,,0,,0,,0
3767,"230,167,0","251,139,76","32,178,170","241,218,194","180,138,95",,0,,0,,0,,0,,0
3768,"230,167,0","227,221,213","2,170,10","132,123,229","170,170,170",,0,,0,,0,,0,,0
3769,"251,170,0","252,42,106","83,97,108","150,244,232","248,222,233",,0,,0,,0,,0,,0
3770,"251,170,0","221,76,47","102,190,178","174,89,74","234,44,44",,0,,0,,0,,0,,0
3771,"251,170,0","28,47,58","255,248,179","216,214,216","12,12,12",,0,,0,,0,,0,,0
3772,"251,170,0","160,163,119","164,181,146","236,88,88","117,181,64",,0,,0,,0,,0,,0
3773,"252,255,0","242,112,89","66,153,147","193,154,107","251,251,255",,0,,0,,0,,0,,0
3774,"255,0,244","181,131,141","240,115,255","233,135,153","18,42,94",,0,,0,,0,,0,,0
3775,"31,51,148","123,167,133","255,188,215","105,129,37","0,15,255",,0,,0,,0,,0,,0
3776,"15,182,144","184,145,213","250,202,197","0,15,255","255,64,64",,0,,0,,0,,0,,0
3777,"109,29,58","104,139,80","130,214,182","152,152,152","255,250,199",,0,,0,,0,,0,,0
